pub_uid,record_uid,reference,subset,region,commonname,family,genus,alive,dead,hooks_per_set,hooks_between_floats,bait,hook,leader,studycat,soak_max (hours),branchline length (m)
21,21.166,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,10,1,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.167,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,560,21,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.168,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,cookie cutter shark,Dalatiidae,Isistius,0,1,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.169,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,3,2,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.17,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,41,9,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.171,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,46,22,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.172,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,0,2,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.173,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,11,3,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.174,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,19,8,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.175,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,1,0,1791,28.2,other,j,other,observerEM,18.7,10.3
21,21.176,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,1607,456,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.177,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bignose shark,Carcharhinidae,Carcharhinus,1,2,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.178,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,27698,2187,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.179,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,thresher shark,Alopiidae,Alopias,3,0,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.18,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,cookie cutter shark,Dalatiidae,Isistius,2,1,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.181,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,445,261,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.182,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,dusky shark,Carcharhinidae,Carcharhinus,30,10,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.183,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,galapagos shark,Carcharhinidae,Carcharhinus,5,1,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.184,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,grey reef shark,Carcharhinidae,Carcharhinus,16,2,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.185,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,longfin mako shark,Lamnidae,Isurus,37,24,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.186,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,879,372,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.187,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,1444,942,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.188,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,142,102,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.189,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,6,10,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.19,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,sandbar shark,Carcharhinidae,Carcharhinus,12,1,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.191,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,scalloped hammerhead shark,Sphyrnidae,Sphyrna,8,6,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.192,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,369,72,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.193,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,583,372,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.194,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,8,2,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.195,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,tiger shark,Carcharhinidae,Galeocerdo,9,3,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.196,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,42,22,2047,28.1,other,j,wire,observerEM,19.1,12.8
21,21.197,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,8,0,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.198,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,473,33,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.199,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,0,1,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.2,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,17,3,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.201,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,10,1,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.202,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,1,0,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.203,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,2,0,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.204,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,1,0,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.205,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,1,0,857,16.1,squid,j,mono,observerEM,14.9,12.6
21,21.206,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,3,3,1664,25.1,squid,j,wire,observerEM,16.4,12.6
21,21.207,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,44,0,1664,25.1,squid,j,wire,observerEM,16.4,12.6
21,21.208,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,3,0,1664,25.1,squid,j,wire,observerEM,16.4,12.6
21,21.209,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,3,0,1664,25.1,squid,j,wire,observerEM,16.4,12.6
21,21.21,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,4,0,1664,25.1,squid,j,wire,observerEM,16.4,12.6
21,21.211,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,22,1,1653,29.5,fish,other,mono,observerEM,18.4,13.8
21,21.212,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,27,3,1653,29.5,fish,other,mono,observerEM,18.4,13.8
21,21.213,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,0,1,1653,29.5,fish,other,mono,observerEM,18.4,13.8
21,21.214,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,3,1,1653,29.5,fish,other,mono,observerEM,18.4,13.8
21,21.215,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,2,2,1653,29.5,fish,other,mono,observerEM,18.4,13.8
21,21.216,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,2,0,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.217,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,133,14,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.218,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,0,1,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.219,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,11,17,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.22,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,1,0,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.221,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,1,0,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.222,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,1,0,1950,27.9,fish,other,other,observerEM,21,8.2
21,21.223,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,10,2,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.224,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,164,2,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.225,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,1,0,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.226,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,6,1,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.227,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,9,9,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.228,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,2,0,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.229,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,1,0,2032,24.5,fish,other,wire,observerEM,19.9,11.7
21,21.23,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,1,0,2522,27,other,other,mono,observerEM,20.5,11
21,21.231,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,46,1,2522,27,other,other,mono,observerEM,20.5,11
